date,firm_id,E,sigma_E,D,r,V,sigma_V,DD,PD,success
2020-06-18,TSLA,64252.80000000001,0.5276,8873.0,0.0138,73004.18793697367,0.46435423869872733,1.7941681922733859,7.2512936278409066e-06,True
2020-06-19,TSLA,64060.80000000001,0.5275,8873.0,0.0138,72812.18785774556,0.46409948916149274,1.7946182150709236,7.352169178712514e-06,True
2020-06-22,TSLA,63638.40000000001,0.5142,8873.0,0.0138,72389.79036964492,0.45203723876442775,1.8463089202525258,4.332701891913133e-06,True
2020-06-23,TSLA,64118.40000000001,0.5117,8873.0,0.0137,72870.66605574453,0.4502415085054289,1.8561066978919596,3.6961032211207977e-06,True
2020-06-24,TSLA,61497.6,0.53,8873.0,0.0137,70249.86057515281,0.46396912374980637,1.7862082613212682,1.0359903775956416e-05,True
2020-06-25,TSLA,63100.80000000001,0.5257,8873.0,0.0137,71853.06296802056,0.461666026526273,1.8018136423370763,7.4753933880064965e-06,True
2020-06-26,TSLA,61420.8,0.5344,8873.0,0.0136,70173.93406821946,0.4677423619264398,1.7698884971199014,1.2413590931133167e-05,True
2020-06-29,TSLA,64598.40000000001,0.5489,8873.0,0.0136,73351.53047793164,0.483399916493086,1.7164893085234885,1.6193007279300412e-05,True
2020-06-30,TSLA,69110.4,0.5766,8873.0,0.0136,77863.51705553685,0.5117823817600538,1.6220558593221928,2.9777687510423567e-05,True
2020-07-01,TSLA,71654.4,0.5793,8873.0,0.0135,80408.39484765595,0.5162334519367283,1.6125694816563094,2.6997527183761583e-05,True
2020-07-02,TSLA,77356.8,0.6118,8873.0,0.0135,86110.76867093294,0.5496073196933354,1.5127482413620412,5.121747421842425e-05,True
2020-07-06,TSLA,87782.4,0.705,8873.0,0.0134,96536.91133358756,0.6410820419102772,1.275411029047764,0.0003089682079123934,True
